8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,
8,8,8,8,8,8,8,8,36,7,6,35,6,6,7,34,8,8,8,8,8,8,8,8,
8,8,8,8,8,8,8,8,37,5,38,39,40,41,42,43,8,8,8,8,8,8,8,8,
8,8,8,8,6,7,7,6,57,52,51,59,49,48,47,44,6,7,7,6,8,8,8,8,
8,8,8,8,5,5,5,5,56,53,55,1,1,1,1,45,5,5,5,5,8,8,8,8,
8,8,8,8,2,2,2,2,58,54,1,1,1,1,1,46,2,2,2,2,8,8,8,8,
8,8,8,8,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,8,8,8,8,
8,8,8,8,2,1,1,1,1,1,29,30,31,1,1,1,1,1,1,2,8,8,8,8,
8,8,8,8,25,11,14,11,1,1,28,33,32,1,1,1,1,1,1,2,8,8,8,8,
8,8,8,8,9,12,15,12,1,1,27,1,1,1,1,1,1,1,1,2,8,8,8,8,
8,8,8,8,10,13,16,13,1,1,26,1,1,1,1,1,1,17,18,2,8,8,8,8,
8,8,8,8,25,11,14,11,1,1,1,1,1,1,1,1,21,20,19,2,8,8,8,8,
8,8,8,8,9,12,15,12,1,1,1,1,1,1,1,1,22,23,24,2,8,8,8,8,
8,8,8,8,10,13,16,13,1,1,1,1,1,1,1,1,1,1,50,2,8,8,8,8,
8,8,8,8,2,1,1,1,1,1,1,3,4,1,1,1,1,1,1,2,8,8,8,8,
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,

