1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,2,2,7,2,3,3,3,4,5,6,2,1,1,1,1,1,1,1,
1,1,1,1,1,1,8,9,10,11,12,12,12,13,14,15,9,1,1,1,1,1,1,1,
1,1,1,1,1,1,16,17,17,18,19,17,17,20,21,22,23,1,1,1,1,1,1,1,
1,1,1,1,1,1,31,30,29,28,27,23,23,26,25,23,24,1,1,1,1,1,1,1,
1,1,1,1,1,1,32,33,34,35,27,23,23,36,37,27,38,1,1,1,1,1,1,1,
1,1,1,1,1,1,45,44,43,17,42,23,23,41,40,27,39,1,1,1,1,1,1,1,
1,1,1,1,1,1,45,47,46,27,23,23,23,48,49,27,50,1,1,1,1,1,1,1,
1,1,1,1,1,1,45,55,17,54,53,52,23,51,17,42,23,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,

