4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
4,6,2,2,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4,
4,5,2,2,4,61,62,63,64,65,66,67,4,0,89,90,91,92,93,94,95,0,4,4,
4,5,2,2,4,74,73,72,71,70,69,68,4,0,102,101,100,99,98,97,96,0,4,4,
4,5,2,2,4,75,76,77,78,79,80,81,4,0,103,106,107,110,111,114,115,0,4,4,
4,5,2,2,4,88,87,85,86,84,83,82,4,0,104,105,108,109,112,113,116,0,4,4,
4,5,2,2,4,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,0,0,4,4,
4,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,
4,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,
4,4,4,4,4,14,15,18,19,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,
4,0,0,0,12,13,16,17,20,21,0,4,4,0,37,38,39,40,41,42,2,2,4,4,
4,0,0,0,11,30,31,32,33,22,0,4,4,0,52,53,54,55,56,43,2,2,4,4,
4,0,0,0,10,29,36,35,34,23,0,4,4,0,51,60,59,58,57,44,2,2,4,4,
4,0,0,0,9,28,27,26,25,24,0,4,4,0,50,49,48,47,46,45,2,2,4,4,
4,0,0,0,0,0,1,0,0,0,0,4,4,0,0,0,1,0,0,0,2,2,4,4,
3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,
3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,7,8,
4,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,7,7,
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,

